"","Times","DRYCRK02","ENISH04","CHQSTCR01","BRSHYCR01","INDIAN02","SOAPCR02","HONEYCR01","ENDWY01","RLSTNCR01","BNNTTCR01","BVRCR01","TIPTNCR01","SQWCR03","SSKNK04","LAKECR01","CRANECR02","YELLOWRV01","TKYRV03","LTLTKY02","PRICECR01","CLRCRK03","WNBGORV01","POUDRERV01","DRYCR02","SKKMCHCK01","ONIONCR01","HRGVCR01","CLRCRKW01","BFFLOCR02","MDCRK01","CRANECR01","FLOYDRV01","OTTERCR01","BLUECR01","MDDLRCCN02","MDDLRCCN03","BEARCRK01","NFCTFSH01","RAVENCR01","CHSLSCR01","WNISH03","NBEARCR01","ENISH05","WFLTLSIOUX01","INDCR03","SHLRK01","SHLRK03","CHQSTCR02","BEVRCRK01","LTLSIOUX04","WLLWCR02","DEERCR01","SHLRK04","OTTRCRK03","OTTRCRK04","SQWCR04","LTLCEDAR02","RHNCR01","SENGLSH01","WNBGORV04","PRICECR02","SFIOWA03","SCHQSTCR01","WNBGORV06","MAPLERV02","DEEPCRK01","OTTRCRK01","INDCR04","FLOYDRV02","PRAIRIE01","FOURMLE03","BEARCREEK01","LNGDCKCR01","MNTGMRY01","NWLNTCR02","CEDARRV04","DRYRNCRK01","INDCR01","LTLWLNT01","CLRCRKS01","WLNTCR02","BFFLOCR01","EFDSMNS01","SBVRCRK01","TRBLSM01","SOAPCR03","UIWARV01","HOOSRCR01","BOONERV01","CLRCRK02","DRYCR01","CEDARRV03","ELKRN01","CEDARRV05","MQKTARV02","DRYCRK01","TIPTNCR02","VLGARV01","RBRTSCR01","SHLRK05","NRCCNRV03","FOURMLE02","LTLSIOUX01","WNISH02","MRGNCR01","TKYRV01","WNBGORV05","SOAPCR01","INDIAN01","MDDLRCCN01","TKYRV02","BEAVER03","WAPSI03","MQKTARV05","MILLERCRK01","SKNKRV01","BRCHFLD01","LTLCEDAR01","LIMECR01","SSKNK03","OTTRCRK02","WNBGORV02","LTLWAPSI01","HEWITTCR01","BEAR01","NFMQKTA02","WOLFCRK01","MQKTARV03","ENISH02","IOWARV01","BEVRCRK02","WALNUTCR01","MUDCR01","CDRCR01","WLLWCR01","WAPSI04","BEAVER01","SQWCR02","RAPIDTRB01","SQWCR01","WLLWCR-IC01","LTLSOAP01","WLNTCR01","COFFINSCR01","WNISH01","EBRBVRDAM01","INDCR02","WFCRKDCR01","EINDNCR01","LTLSIOUX03","NSKNK01","SFIOWA01","SLVRCR01","WLFCR01","WNBGORV03","NWLNTCR01","VLGARV02","ENISH01","LTLTKY01","NENGLSH01","WATERMAN01","CLRCRKS02","SHLRK02","KEGCR01","LTLSIOUX02","SSKNK02","DUCKCR01","SSKNK01","DSMNSRV04","NORTHRV01","NFMQKTA01","HNYCRK01","SUGARCR01","SPRNGCRK01","VLGARV03","BEAVER02","DRNGDTCH01","GRANCRK01","SPRINGCR01","LTLASHER01","COONCR01","DYECRK01","BOYERRV02","MADCRK01","FOURMLE01","CEDARCRK01","OCHYDNRV01","WAPSI02","MCHKNCK01","MQKTARV01","MUDCRK01","MQKTARV04","GRNGRCR01","BLCKHWK01","DSMNSRV02","NRCCNRV02","MSQUTOCR02","SRCCNRV01","MADCRK02","WFKLTSIOUX01","WAPSI05","BRCKCMP01","SLOUGHCR01","ROCKCR02","CLRCRK01","BEAVERCRK01","MAPLERV01","ROGERSCR01","NRCCNRV01","PRAIRIECRK01","RCCNRV01","DSMNSRV01","DSMNSRV03","LTLSIOUX05","CTFSHCR01","WLNTCRK01","ROCKCR01","WBFLOYDRV01","BOYERRV01","CAMPCR01","CEDARRV02","RAPIDCR01","GENEVACR01","MSQUTOCR01"
"92","11:45:04-05",843.27,1049.31,620.31,1189.4,1058.11,707.52,667.7,966,651.73,827.3,909.66,1010.66,929.54,975.05,1104.27,1141.7,965.7,1121.04,1118.52,710.38,755.93,1043.41,5103.91,776.67,201.42,955.29,983.14,748.18,729.27,1026.27,985.72,-9999,741.98,763.38,1123.38,1196.25,738.25,690.44,823.96,1136.31,1170.05,804.21,1173.42,1130,769.5,916.36,948.82,669.39,968.37,1366.49,1110.94,675.99,1053.98,976.49,1082.38,970.79,1073.26,729.04,686.39,1152.63,763.77,1125.96,666.24,1209.82,1253.3,665.27,793.28,810.99,1367.51,960.54,907.18,954.96,991.7,965.39,834.14,1096.73,844.81,698.12,897.49,739.05,862.07,701.51,1090.1,1087.18,1185.89,768.83,885.15,711.55,1078.15,711.62,736.97,922.62,847.46,1130.81,839.62,810.35,1084.44,777.56,749.06,1125.82,1194.68,824.07,1162.06,1017.19,726.53,758.2,1193.93,634.22,1038.84,910.11,817.02,1082.56,709.45,966.97,821.08,599.83,1045.94,947.66,786.81,878.21,884.13,1062.65,1089.08,932.3,928.25,921.51,1043.9,896.41,947.38,617.44,1081.2,756.72,770.62,732.01,1101.7,737.54,1002.08,888.42,750.95,872.25,NA,645.67,840.04,966.71,912.9,1106.89,730.61,660.72,885.9,1319.8,809.86,1091.66,1006.08,805.22,1110.69,825.76,847.12,917.58,936.1,691.68,1231.97,770.81,928.32,998.73,1303.3,778.29,616.03,745.37,904.41,762.81,808.01,945.84,631.56,1136.52,1084.15,1037.27,947.38,971.07,778.21,946.09,881.69,1021.5,1059.95,570.34,770.88,666.86,1358.43,664.95,715.16,795.15,816.52,904.61,605.44,552.72,886.77,932.8,1078.2,918.39,617,1392.33,810.85,990.3,1095.03,1137.06,698.78,974.63,1199.67,1008.1,896.72,738.91,846.04,869.03,995.44,1387.59,606.19,746.31,1026.62,1244.53,1000.8,812.34,718.85,730.5,587.74,991.76
"93","11:30:03-05",843.25,1049.27,620.35,1189.38,1058.11,707.46,667.71,966.01,651.73,827.3,909.66,1010.66,929.55,975.04,1104.26,1141.67,965.7,1121.04,1118.51,710.37,755.93,1043.39,5099.41,776.68,201.43,955.3,983.13,748.15,729.28,1026.25,985.69,-9999,741.97,763.37,1123.36,1196.25,738.23,690.46,823.97,1136.3,1170.05,804.23,1173.35,1129.98,769.49,916.35,948.82,669.41,968.37,1366.49,1110.94,675.96,1053.98,976.5,1082.4,970.79,1073.25,729.04,686.42,1152.63,763.77,1125.97,666.16,1209.83,1253.32,665.29,793.32,810.99,1367.53,960.56,907.19,954.97,991.71,965.39,834.15,1096.75,844.82,698.08,897.48,739.05,862.09,701.52,1090.11,1087.19,1185.85,768.85,885.15,711.52,1078.15,711.59,736.95,922.6,847.48,1130.82,839.6,810.33,1084.45,777.55,749.01,1125.82,1194.65,824.06,1162.04,1017.21,726.56,758.23,1193.93,634.23,1038.88,910.11,817.02,1082.56,709.43,966.96,821.09,599.78,1045.96,947.64,786.81,878.21,884.12,1062.63,1089.05,932.3,928.26,921.51,1043.89,896.37,947.39,617.42,1081.21,756.72,770.66,732.01,1101.7,737.52,1002.06,888.44,750.96,872.25,NA,645.69,840.03,966.72,912.9,1106.9,730.58,660.71,885.91,1319.79,809.86,1091.64,1006.15,805.23,1110.66,825.76,847.13,917.53,936.1,691.66,1231.96,770.82,928.27,998.75,1303.29,778.32,616.04,745.35,904.41,762.82,808,945.8,631.5,1136.53,1084.16,1037.28,947.39,971.07,778.22,946.1,881.71,1021.5,1059.92,570.34,770.89,666.82,1358.43,664.95,715.16,795.2,816.5,904.66,605.45,552.74,886.79,932.8,1078.21,918.4,617,1392.31,810.85,990.31,1095.02,1137.05,698.78,974.62,1199.68,1008.11,896.74,738.92,846.05,869.02,995.43,1387.61,606.17,746.31,1026.57,1244.53,1000.84,812.35,719.4,730.49,587.75,991.83
"94","11:15:03-05",843.26,1049.3,620.34,1189.39,1058.12,707.51,667.72,966,651.72,827.3,909.64,1010.66,929.55,975.07,1104.26,1141.7,965.69,1121.07,1118.5,710.36,755.92,1043.37,5110.66,776.69,201.46,955.3,983.11,748.15,729.28,1026.28,985.75,-9999,741.98,763.31,1123.42,1196.25,738.21,690.45,823.96,1136.29,1170.05,804.24,1173.39,1130,769.44,916.37,948.82,669.4,968.35,1366.5,1110.94,675.98,1053.97,976.49,1082.41,970.8,1073.25,729.02,686.42,1152.63,763.76,1125.98,666.17,1209.84,1253.34,665.26,793.33,811.01,1367.53,960.56,907.19,954.95,991.71,965.4,834.12,1096.73,844.86,698.13,897.51,739.05,862.12,701.5,1090.1,1087.18,1185.88,768.82,885.14,711.52,1078.16,711.6,736.96,922.6,847.47,1130.8,839.59,810.36,1084.43,777.58,749.02,1125.84,1194.66,824.06,1162.04,1017.22,726.53,758.21,1193.93,634.23,1038.83,910.13,817,1082.56,709.41,967.01,821.08,599.81,1045.98,947.66,786.82,878.22,884.15,1062.64,1089.06,932.31,928.24,921.5,1043.9,896.39,947.41,617.42,1081.2,756.71,770.61,732.03,1101.7,737.5,1002.06,888.42,750.95,872.23,NA,645.69,840.05,966.71,912.9,1106.91,730.58,660.69,885.9,1319.79,809.87,1091.65,1006.1,805.24,1110.65,825.77,847.1,917.55,936.12,691.66,1231.96,770.82,928.29,998.79,1303.29,778.31,616.04,745.35,904.44,762.81,808.01,945.83,631.56,1136.53,1084.14,1037.27,947.4,971.08,778.23,946.08,881.68,1021.51,1059.93,570.27,770.89,666.87,1358.42,664.97,715.19,795.19,816.56,904.63,605.43,552.72,886.79,932.81,1078.22,918.4,617,1392.31,810.81,990.3,1095.02,1137.05,698.78,974.6,1199.64,1008.09,896.76,738.9,846.03,868.99,995.39,1387.61,606.19,746.31,1026.6,1244.54,1000.84,812.32,719.39,730.49,587.73,991.8
"95","11:00:02-05",843.26,1049.3,620.29,1189.41,1058.11,707.45,667.7,966,651.73,827.29,909.62,1010.65,929.55,975.03,1104.27,1141.69,965.66,1121.05,1118.51,710.35,755.91,1043.35,5108.43,776.67,201.47,955.31,983.12,748.16,729.3,1026.29,985.71,-9999,742,763.38,1123.43,1196.26,738.18,690.46,823.97,1136.29,1170.08,804.21,1173.38,1129.97,769.46,916.35,948.82,669.39,968.36,1366.5,1110.94,676,1053.98,976.51,1082.39,970.78,1073.26,729.02,686.41,1152.63,763.76,1125.98,666.18,1208.35,1253.33,665.29,793.33,811.01,1367.51,960.56,907.19,954.96,991.7,965.4,834.13,1096.74,844.86,698.09,897.5,739.05,862.14,701.5,1090.11,1087.19,1185.9,768.87,885.17,711.52,1078.15,711.58,737.01,922.59,847.48,1130.81,839.58,810.34,1084.44,777.6,748.99,1125.86,1194.65,824.06,1162.05,1017.22,726.56,758.2,1193.91,634.25,1038.84,910.11,817,1082.56,709.42,967,821.07,599.84,1045.96,947.64,786.84,878.22,884.13,1062.62,1089.09,932.29,928.23,921.49,1043.9,896.36,947.42,617.43,1081.2,756.7,770.64,732.02,1101.71,737.5,1002.06,888.43,750.94,872.25,NA,645.67,840.04,966.72,912.9,1106.91,730.57,660.71,885.9,1319.79,809.88,1091.65,1006.11,805.24,1110.65,825.75,847.11,917.59,936.07,691.65,1231.95,770.79,928.28,998.79,1303.29,778.31,616.03,745.36,904.43,762.81,808,945.84,631.55,1136.53,1084.14,1037.27,947.4,971.06,778.22,946.09,881.69,1021.51,1059.95,570.3,770.89,666.93,1358.43,664.92,715.18,795.18,816.55,904.62,605.47,552.75,886.82,932.79,1078.25,918.4,617.01,1392.3,810.79,990.33,1095.02,1137.03,698.76,974.61,1199.64,1008.08,896.74,738.89,846.03,869,995.48,1387.61,606.19,746.32,1026.57,1244.54,1000.81,812.34,719.27,730.48,587.76,991.83
"96","10:45:02-05",843.25,1049.36,620.33,1189.39,1058.12,707.44,667.74,966.02,651.73,827.3,909.62,1010.65,929.55,975.05,1104.26,1141.7,965.67,1121.05,1118.51,710.35,755.88,1043.33,5108.41,776.67,201.49,955.31,983.09,748.15,729.29,1026.28,985.64,-9999,742.01,763.34,1123.4,1196.27,738.2,690.44,823.96,1136.29,1170.07,804.22,1173.4,1130,769.5,916.35,948.8,669.41,968.35,1366.5,1110.95,675.99,1053.98,976.51,1082.42,970.8,1073.27,729.02,686.42,1152.63,763.77,1125.97,666.19,1209.82,1253.31,665.3,793.34,811.04,1367.5,960.56,907.19,954.95,991.71,965.39,834.14,1096.72,844.85,698.12,897.5,739.03,862.13,701.5,1090.11,1087.18,1185.87,768.88,885.15,711.54,1078.12,711.57,737.03,922.6,847.48,1130.82,839.53,810.35,1084.46,777.62,749.02,1125.83,1194.66,824.05,1162.04,1017.26,726.56,758.19,1193.92,634.24,1038.86,910.1,816.98,1082.56,709.4,966.99,821.05,599.81,1045.96,947.63,786.8,878.22,884.14,1062.61,1089.06,932.29,928.25,921.5,1043.9,896.37,947.38,617.44,1081.2,756.68,770.63,732.05,1101.7,737.5,1002.05,888.43,750.94,872.24,NA,645.74,840.05,966.69,912.92,1106.91,730.58,660.72,885.91,1319.79,809.87,1091.67,1006.16,805.26,1110.66,825.77,847.13,917.57,936.09,691.64,1231.95,770.8,928.26,998.79,1303.27,778.3,616.04,745.35,904.44,762.81,807.97,945.84,631.58,1136.51,1084.15,1037.26,947.37,971.06,778.22,946.09,881.69,1021.52,1059.95,570.35,770.91,666.9,1358.42,664.93,715.19,795.19,816.53,904.61,605.43,552.73,886.81,932.81,1078.21,918.43,617,1392.32,810.8,990.33,1095.03,1137.03,698.71,974.63,1199.67,1008.1,896.73,738.9,846.02,869.06,995.46,1387.6,606.16,746.32,1026.57,1244.52,1000.82,812.35,719.15,730.47,587.76,991.8
"97","10:30:01-05",843.28,1049.36,620.32,1189.4,1058.11,707.45,667.73,966.02,651.73,827.3,909.6,1010.66,929.54,975.05,1104.26,1141.68,965.68,1121.07,1118.48,710.37,755.92,1043.31,5108.42,776.66,201.49,955.32,983.08,748.15,729.29,1026.29,985.67,-9999,742.01,763.39,1123.41,1196.27,738.17,690.45,823.98,1136.29,1170.07,804.23,1173.43,1129.99,769.44,916.33,948.81,669.41,968.35,1366.52,1110.94,675.99,1053.98,976.49,1082.4,970.79,1073.27,729.02,686.43,1152.64,763.77,1125.96,666.24,1206.87,1253.34,665.32,793.33,811.02,1367.52,960.56,907.19,954.96,991.71,965.4,834.14,1096.71,844.86,698.09,897.51,739.03,862.13,701.52,1090.1,1087.17,1185.87,768.86,885.16,711.51,1078.13,711.58,737.04,922.6,847.47,1130.81,839.51,810.34,1084.45,777.64,749,1125.82,1194.66,824.05,1162.06,1017.27,726.55,758.18,1193.92,634.24,1038.87,910.13,816.98,1082.56,709.41,967.01,821.06,599.83,1045.95,947.66,786.81,878.22,884.16,1062.62,1089.08,932.3,928.25,921.49,1043.89,896.34,947.37,617.42,1081.2,756.69,770.65,732.04,1101.7,737.48,1002.05,888.42,750.94,872.24,NA,645.67,840.05,966.71,912.91,1106.93,730.61,660.73,885.91,1319.78,809.86,1091.65,1006.19,805.26,1110.66,825.77,847.1,917.57,936.09,691.63,1231.94,770.81,928.24,998.78,1303.27,778.3,616.05,745.36,904.47,762.81,807.97,945.83,631.56,1136.53,1084.13,1037.28,947.36,971.07,778.21,946.1,881.7,1021.53,1059.97,570.37,770.91,666.91,1358.42,664.92,715.18,795.17,816.53,904.61,605.44,552.71,886.83,932.79,1078.26,918.42,616.99,1392.33,810.8,990.34,1095.03,1137.05,698.76,974.62,1199.63,1008.07,896.74,738.9,846.05,869.05,995.47,1387.59,606.2,746.35,1026.56,1244.52,1000.81,812.32,718.95,730.46,587.77,991.81
"98","10:15:01-05",843.25,1049.38,620.33,1189.38,1058.11,707.41,667.74,966.02,651.75,827.29,909.59,1010.67,929.54,975.06,1104.25,1141.71,965.65,1121.06,1118.51,710.35,755.92,1043.33,5103.9,776.66,201.52,955.3,983.06,748.14,729.29,1026.28,985.66,-9999,742.02,763.33,1123.41,1196.27,738.17,690.45,823.98,1136.31,1170.09,804.22,1173.43,1130,769.49,916.34,948.83,669.43,968.38,1366.5,1110.92,675.98,1053.99,976.47,1082.4,970.81,1073.27,729,686.43,1152.63,763.76,1125.95,666.23,1208.43,1253.33,665.3,793.31,811.03,1367.5,960.56,907.19,954.95,991.71,965.4,834.14,1096.7,844.86,698.08,897.49,739.03,862.11,701.52,1090.11,1087.19,1185.86,768.86,885.15,711.51,1078.13,711.55,737.04,922.6,847.48,1130.8,839.51,810.35,1084.44,777.62,749.01,1125.82,1194.63,824.05,1162.05,1017.28,726.57,758.15,1193.93,634.24,1038.89,910.13,816.95,1082.56,709.43,967.02,821.06,599.81,1045.95,947.66,786.8,878.22,884.16,1062.66,1089.07,932.31,928.24,921.52,1043.9,896.36,947.36,617.41,1081.21,756.71,770.65,732.05,1101.71,737.52,1002.06,888.44,750.95,872.25,NA,645.67,840.05,966.71,912.92,1106.93,730.59,660.72,885.91,1319.78,809.86,1091.68,1006.19,805.27,1110.65,825.77,847.09,917.57,936.08,691.61,1231.94,770.81,928.23,998.8,1303.26,778.3,616.05,745.35,904.49,762.83,807.96,945.86,631.56,1136.5,1084.13,1037.26,947.36,971.06,778.21,946.1,881.71,1021.53,1059.97,570.34,770.9,666.92,1358.43,664.93,715.18,795.2,816.55,904.59,605.45,552.74,886.83,932.81,1078.23,918.42,617.01,1392.3,810.78,990.34,1095.03,1137.06,698.74,974.62,1199.79,1008.08,896.75,738.87,846.07,869.06,995.49,1387.6,606.16,746.32,1026.55,1244.51,1000.82,812.34,718.83,730.46,587.76,991.81
"99","10:00:00-05",843.26,1049.38,620.37,1189.36,1058.12,707.4,667.74,966.01,651.75,827.29,909.57,1010.67,929.54,975.05,1104.24,1141.7,965.65,1121.02,1118.49,710.34,755.9,1043.31,5103.89,776.68,201.55,955.3,983.04,748.15,729.29,1026.3,985.67,-9999,742.02,763.41,1123.41,1196.25,738.16,690.44,823.98,1136.3,1170.1,804.23,1173.45,1130.02,769.45,916.33,948.82,669.44,968.41,1366.49,1110.91,676,1053.98,976.5,1082.39,970.8,1073.27,729.02,686.45,1152.62,763.75,1125.97,666.2,1209.83,1253.32,665.31,793.34,811.05,1367.5,960.54,907.2,954.96,991.71,965.4,834.14,1096.71,844.83,698.06,897.51,739.03,862.12,701.52,1090.11,1087.19,1185.92,768.87,885.21,711.52,1078.12,711.55,737.04,922.6,847.47,1130.79,839.48,810.34,1084.46,777.66,749.03,1125.83,1194.64,824.05,1162.05,1017.29,726.55,758.15,1193.92,634.24,1038.87,910.11,816.96,1082.56,709.42,967.04,821.06,599.78,1045.94,947.64,786.79,878.22,884.14,1062.63,1089.07,932.31,928.25,921.54,1043.9,896.34,947.39,617.4,1081.21,756.69,770.67,732.05,1101.7,737.53,1002.05,888.44,750.94,872.24,NA,645.69,840.07,966.72,912.94,1106.94,730.6,660.69,885.91,1319.77,809.84,1091.67,1006.2,805.27,1110.66,825.78,847.04,917.6,936.09,691.59,1231.94,770.83,928.19,998.78,1303.26,778.3,616.06,745.34,904.49,762.82,808,945.86,631.56,1136.52,1084.13,1037.27,947.37,971.06,778.23,946.09,881.72,1021.53,1059.98,570.34,770.9,666.9,1358.44,664.92,715.18,795.19,816.55,904.59,605.45,552.7,886.83,932.81,1078.23,918.43,617.02,1392.32,810.82,990.37,1095.02,1137.07,698.7,974.62,1199.66,1008.07,896.75,738.87,846.05,869.06,995.54,1387.6,606.17,746.33,1026.59,1244.49,1000.84,812.34,718.68,730.48,587.78,991.87
"100","09:45:00-05",843.26,1049.41,620.37,1189.39,1058.12,707.39,667.75,966.04,651.75,827.29,909.55,1010.67,929.54,975.05,1104.25,1141.71,965.64,1121.01,1118.51,710.33,755.91,1043.27,5110.67,776.67,201.52,955.31,983.03,748.15,729.29,1026.3,985.66,-9999,742.01,763.32,1123.36,1196.27,738.17,690.44,823.99,1136.29,1170.09,804.24,1173.46,1130.01,769.45,916.31,948.82,669.47,968.37,1366.5,1110.89,676,1053.99,976.5,1082.42,970.82,1073.26,729.02,686.47,1152.61,763.76,1125.98,666.21,1209.83,1253.32,665.28,793.34,811.04,1367.49,960.56,907.19,954.96,991.71,965.4,834.14,1096.69,844.84,698.07,897.49,739.04,862.08,701.54,1090.11,1087.18,1185.94,768.88,885.22,711.51,1078.11,711.55,737.05,922.61,847.48,1130.79,839.48,810.32,1084.46,777.68,749.05,1125.83,1194.63,824.05,1162.06,1017.31,726.55,758.16,1193.91,634.26,1038.88,910.1,816.99,1082.56,709.44,967.05,821.05,599.7,1045.95,947.61,786.79,878.21,884.16,1062.59,1089.05,932.3,928.26,921.55,1043.89,896.33,947.39,617.42,1081.22,756.7,770.66,732.07,1101.7,737.54,1002.04,888.44,750.94,872.23,NA,645.69,840.05,966.75,912.96,1106.94,730.59,660.73,885.92,1319.78,809.86,1091.68,1006.21,805.29,1110.64,825.77,847.05,917.61,936.08,691.55,1231.93,770.82,928.15,998.77,1303.25,778.27,616.03,745.34,904.49,762.83,808.04,945.88,631.56,1136.52,1084.13,1037.25,947.37,971.06,778.23,946.11,881.72,1021.53,1060.03,570.36,770.92,666.9,1358.43,664.92,715.17,795.19,816.54,904.6,605.47,552.77,886.84,932.82,1078.26,918.43,617.02,1392.3,810.85,990.38,1095.03,1137.07,698.69,974.62,1199.65,1008.07,896.75,738.88,846.1,869.07,995.52,1387.59,606.17,746.34,1026.59,1244.52,1000.84,812.35,718.5,730.47,587.77,991.86
"101","09:30:14-05",843.26,1049.45,620.38,1189.39,1058.11,707.39,667.75,966.03,651.75,827.27,909.54,1010.67,929.54,975.04,1104.24,1141.71,965.65,1121.03,1118.52,710.33,755.91,1043.25,5110.67,776.68,201.55,955.3,983.01,748.12,729.3,1026.32,985.65,-9999,742.01,763.34,1123.37,1196.27,738.17,690.49,823.98,1136.29,1170.1,804.24,1173.48,1130.01,769.46,916.3,948.82,669.47,968.38,1366.5,1110.87,676.01,1054,976.5,1082.42,970.81,1073.29,729.02,686.46,1152.61,763.75,1125.98,666.25,1209.83,1253.31,665.28,793.35,811.04,1367.49,960.56,907.2,954.96,991.71,965.41,834.14,1096.68,844.82,698.06,897.51,739.04,862.1,701.55,1090.11,1087.19,1185.93,768.89,885.23,711.5,1078.12,711.53,737.05,922.6,847.46,1130.78,839.46,810.29,1084.46,777.68,749.05,1125.81,1194.61,824.05,1162.07,1017.31,726.57,758.15,1193.92,634.26,1038.89,910.11,816.98,1082.55,709.46,967.06,821.07,599.71,1045.93,947.6,786.8,878.2,884.13,1062.59,1089.05,932.3,928.28,921.57,1043.9,896.34,947.4,617.39,1081.22,756.7,770.66,732.08,1101.71,737.57,1002.03,888.44,750.94,872.23,NA,645.8,840.06,966.76,913,1106.94,730.58,660.71,885.92,1319.77,809.85,1091.68,1006.22,805.28,1110.64,825.77,847.01,917.61,936.08,691.54,1231.94,770.84,928.09,998.78,1303.23,778.28,616.04,745.34,904.51,762.83,808.02,945.88,631.56,1136.51,1084.13,1037.25,947.37,971.06,778.22,946.11,881.74,1021.53,1060.03,570.4,770.9,666.91,1358.42,664.91,715.15,795.17,816.53,904.63,605.5,552.74,886.84,932.81,1078.28,918.42,617.01,1392.31,810.85,990.4,1095.03,1137.06,698.7,974.62,1199.66,1008.07,896.77,738.88,846.09,869.06,995.51,1387.59,606.19,746.35,1026.59,1244.49,1000.85,812.34,718.37,730.49,587.77,991.91
"102","09:15:14-05",843.26,1049.45,620.36,1189.37,1058.12,707.4,667.75,966.05,651.75,827.28,909.54,1010.67,929.54,975.05,1104.24,1141.71,965.65,1121.02,1118.5,710.33,755.9,1043.26,5106.18,776.68,201.57,955.31,983.01,748.15,729.3,1026.33,985.69,-9999,742.01,763.31,1123.37,1196.26,738.18,690.47,823.99,1136.28,1170.12,804.24,1173.49,1130.01,769.47,916.26,948.83,669.47,968.36,1366.5,1110.86,676.02,1053.99,976.52,1082.42,970.8,1073.29,729.02,686.47,1152.61,763.75,1125.98,666.22,1209.82,1253.32,665.26,793.35,811.03,1367.5,960.57,907.18,954.97,991.7,965.41,834.13,1096.65,844.83,698.05,897.51,739.04,862.09,701.56,1090.12,1087.17,1185.93,768.88,885.22,711.52,1078.13,711.54,737.05,922.61,847.46,1130.77,839.51,810.28,1084.46,777.7,749.12,1125.81,1194.59,824.06,1162.07,1017.32,726.57,758.16,1193.92,634.29,1038.89,910.13,817.01,1082.55,709.42,967.05,821.06,599.75,1045.9,947.6,786.81,878.2,884.12,1062.56,1089.05,932.32,928.3,921.57,1043.89,896.36,947.44,617.4,1081.2,756.72,770.66,732.11,1101.7,737.56,1002.02,888.46,750.94,872.24,NA,645.73,840.07,966.79,912.99,1106.96,730.6,660.71,885.91,1319.77,809.88,1091.67,1006.23,805.29,1110.63,825.77,846.96,917.63,936.1,691.56,1231.94,770.87,928.08,998.81,1303.23,778.27,616.06,745.35,904.54,762.84,808.05,945.89,631.57,1136.51,1084.12,1037.25,947.36,971.07,778.23,946.12,881.74,1021.53,1060.02,570.45,770.9,666.94,1358.42,664.93,715.15,795.17,816.53,904.65,605.54,552.79,886.86,932.81,1078.28,918.44,617.02,1392.31,810.88,990.42,1095.02,1137.06,698.71,974.61,1199.76,1008.07,896.75,738.9,846.1,869.07,995.52,1387.58,606.19,746.35,1026.61,1244.51,1000.86,812.37,718.18,730.5,587.78,991.91
"103","09:00:13-05",843.26,1049.43,620.39,1189.37,1058.12,707.44,667.74,966.08,651.76,827.25,909.54,1010.68,929.54,975.04,1104.25,1141.73,965.66,1121.03,1118.5,710.34,755.94,1043.24,5108.43,776.68,201.56,955.31,983,748.14,729.29,1026.31,985.74,-9999,742.01,763.27,1123.33,1196.26,738.17,690.48,823.99,1136.27,1170.1,804.27,1173.52,1130.03,769.53,916.26,948.84,669.48,968.37,1366.5,1110.87,676.02,1053.99,976.52,1082.44,970.81,1073.29,729.04,686.48,1152.6,763.76,1125.96,666.16,1209.82,1253.33,665.27,793.35,811.03,1367.5,960.57,907.17,954.96,991.7,965.41,834.14,1096.64,844.84,698.07,897.5,739.04,862.1,701.55,1090.12,1087.18,1185.94,768.89,885.22,711.51,1078.13,711.52,737.06,922.61,847.46,1130.77,839.53,810.29,1084.46,777.69,749.17,1125.79,1194.6,824.05,1162.08,1017.33,726.58,758.12,1193.9,634.32,1038.88,910.13,817.03,1082.56,709.46,967.05,821.08,599.77,1045.93,947.57,786.81,878.21,884.18,1062.55,1089.04,932.31,928.3,921.6,1043.88,896.37,947.43,617.45,1081.2,756.76,770.67,732.13,1101.7,737.58,1002.01,888.48,750.95,872.24,NA,645.74,840.06,966.81,913,1106.97,730.6,660.7,885.93,1319.77,809.9,1091.67,1006.24,805.29,1110.61,825.78,846.93,917.62,936.17,691.57,1231.94,770.86,928.07,998.79,1303.22,778.27,616.07,745.38,904.55,762.86,808.06,945.91,631.57,1136.52,1084.13,1037.26,947.35,971.08,778.27,946.11,881.75,1021.54,1059.98,570.45,770.93,666.94,1358.41,664.93,715.15,795.18,816.55,904.65,605.52,552.78,886.86,932.81,1078.29,918.44,617.01,1392.29,810.89,990.42,1095.03,1137.07,698.73,974.61,1199.71,1008.12,896.75,738.93,846.1,869.08,995.51,1387.58,606.19,746.36,1026.64,1244.51,1000.83,812.37,717.97,730.49,587.77,991.88
