Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
09:00:08-05,843.33,1049.34,620.3,1189.43,1058.08,707.58,667.76,966.05,651.7,827.35,909.88,1010.66,929.56,975.12,1104.2,1141.76,965.72,1121.09,1118.52,710.41,756.1,1043.32,5101.66,776.71,201.52,955.31,983.22,748.39,729.26,1026.27,985.79,742.01,763.38,1123.45,1196.27,738.32,690.79,824,1136.19,1170.1,804.27,1173.46,1129.92,769.65,916.57,949.01,669.39,968.37,1366.43,1110.76,675.94,1054.09,976.49,1082.42,970.8,1073.28,729.04,686.36,1152.49,763.72,1125.97,666.4,1210.11,1253.24,665.26,793.3,811.1,1367.24,960.57,907.23,954.97,991.71,965.41,834.13,1096.78,844.81,698.21,897.51,738.96,862.14,701.54,1091.34,1087.2,1185.86,768.9,885.17,711.53,1078.36,711.48,737.11,922.83,847.49,1130.87,839.56,810.31,1084.45,777.67,749.16,1125.88,1194.53,824.08,1162.6,1017.22,726.55,758.25,1193.86,634.35,1038.87,910.06,817.06,1083.06,709.83,967.12,821.08,600.17,1045.88,947.77,786.88,878.32,884.18,1062.58,1089.14,932.26,928.29,921.52,1043.93,896.38,947.38,618.16,1081.19,756.69,770.62,732,1101.51,738.08,1001.88,888.47,750.99,872.35,0,645.77,840.08,966.82,912.91,1106.45,730.64,660.86,885.97,1319.86,809.95,1091.76,1006.15,805.36,1110.58,825.73,847.17,917.55,936.16,691.73,1231.78,770.84,928.48,998.72,1303.25,778.41,616.07,745.55,905.31,763.48,808.03,945.89,631.57,1136.32,1084.11,1037.37,947.4,971.09,778.2,946.11,881.74,1021.55,1060.11,570.45,771.58,667.05,1358.09,665.46,715.13,795.24,816.54,904.77,605.49,887.74,933.02,1078.21,918.41,617,1392.19,811.16,990.36,1094.98,1137.06,698.87,974.64,1199.67,1008.05,897.02,739.01,846.18,870.04,996.14,1387.68,606.11,746.37,1026.68,1244.25,1000.78,812.4,718.14,730.56,587.72,991.8
08:45:07-05,843.32,1049.34,620.3,1189.43,1058.08,707.58,667.76,966.05,651.72,827.34,909.88,1010.65,929.56,975.14,1104.18,1141.77,965.69,1121.12,1118.53,710.4,756.13,1043.34,5101.66,776.71,201.48,955.32,983.22,748.41,729.26,1026.28,985.8,742.01,763.43,1123.47,1196.28,738.32,690.73,823.99,1136.14,1170.09,804.26,1173.46,1129.93,769.61,916.56,949,669.39,968.38,1366.45,1110.75,675.94,1054.09,976.49,1082.41,970.8,1073.27,729.03,686.37,1152.49,763.73,1125.98,666.37,1210.11,1253.23,665.28,793.29,811.09,1367.24,960.58,907.24,954.96,991.71,965.41,834.12,1096.8,844.82,698.2,897.51,738.97,862.16,701.53,1091.33,1087.2,1185.87,768.91,885.13,711.51,1078.37,711.48,737.11,922.84,847.49,1130.86,839.55,810.31,1084.46,777.67,749.17,1125.88,1194.55,824.07,1162.6,1017.24,726.56,758.19,1193.84,634.35,1038.87,910.06,817.05,1083.02,709.82,967.15,821.08,600.18,1045.89,947.76,786.86,878.33,884.2,1062.55,1089.13,932.26,928.32,921.55,1043.93,896.41,947.37,618.17,1081.21,756.69,770.62,731.99,1101.51,738.09,1001.88,888.46,750.98,872.35,0,645.81,840.09,966.84,912.92,1106.4,730.63,660.85,885.97,1319.86,809.96,1091.76,1006.15,805.36,1110.58,825.72,847.17,917.55,936.22,691.73,1231.77,770.84,928.49,998.73,1303.24,778.39,616.07,745.53,905.27,763.51,808.03,945.92,631.57,1136.32,1084.12,1037.4,947.4,971.09,778.2,946.11,881.74,1021.55,1060.13,570.45,771.59,667.06,1358.1,665.47,715.11,795.26,816.54,904.79,605.5,887.74,933.01,1078.21,918.41,617,1392.18,811.19,990.37,1094.99,1137.07,698.87,974.64,1199.74,1008.06,897.03,739.03,846.17,870.02,996.11,1387.69,606.1,746.38,1026.69,1244.25,1000.79,812.4,718.14,730.55,587.74,991.8
08:30:07-05,843.31,1049.34,620.32,1189.43,1058.09,707.62,667.75,966.05,651.72,827.33,909.88,1010.65,929.56,975.15,1104.19,1141.77,965.69,1121.13,1118.54,710.4,756.18,1043.33,5101.69,776.7,201.43,955.32,983.21,748.4,729.27,1026.28,985.82,742.02,763.4,1123.47,1196.27,738.31,690.75,824,1136.13,1170.08,804.27,1173.45,1129.93,769.62,916.58,948.99,669.38,968.37,1366.45,1110.77,675.95,1054.09,976.47,1082.43,970.8,1073.28,729.02,686.35,1152.49,763.73,1125.98,666.41,1210.1,1253.23,665.3,793.3,811.11,1367.23,960.58,907.24,954.96,991.71,965.41,834.12,1096.8,844.81,698.15,897.52,738.97,862.16,701.54,1091.34,1087.19,1185.89,768.91,885.13,711.49,1078.38,711.47,737.13,922.83,847.51,1130.87,839.6,810.3,1084.47,777.69,749.2,1125.89,1194.56,824.07,1162.6,1017.24,726.57,758.2,1193.86,634.36,1038.86,910.07,817,1082.96,709.81,967.14,821.08,600.17,1045.87,947.77,786.88,878.32,884.17,1062.59,1089.12,932.28,928.3,921.55,1043.93,896.44,947.36,618.17,1081.21,756.68,770.65,732,1101.51,738.09,1001.9,888.48,750.98,872.36,0,645.82,840.08,966.83,912.93,1106.38,730.64,660.85,885.96,1319.91,809.96,1091.76,1006.17,805.38,1110.59,825.72,847.17,917.55,936.21,691.73,1231.76,770.85,928.49,998.73,1303.25,778.4,616.08,745.53,905.29,763.5,807.99,945.92,631.57,1136.33,1084.12,1037.44,947.4,971.1,778.21,946.1,881.75,1021.55,1060.12,570.43,771.57,667.06,1358.1,665.47,715.11,795.21,816.54,904.84,605.51,887.76,933.02,1078.22,918.42,617,1392.19,811.22,990.38,1094.98,1137.08,698.88,974.65,1199.68,1008.03,897.03,739.04,846.18,870.06,996.17,1387.71,606.1,746.37,1026.69,1244.24,1000.77,812.4,718.13,730.55,587.75,991.79
08:15:06-05,843.3,1049.34,620.31,1189.43,1058.08,707.66,667.76,966.07,651.74,827.33,909.89,1010.66,929.56,975.14,1104.19,1141.79,965.69,1121.08,1118.55,710.37,756.18,1043.35,5110.68,776.72,201.4,955.33,983.23,748.38,729.28,1026.27,985.85,742.01,763.4,1123.46,1196.27,738.29,690.85,823.99,1136.12,1170.09,804.28,1173.46,1129.94,769.63,916.59,949,669.38,968.39,1366.46,1110.77,675.96,1054.1,976.46,1082.41,970.81,1073.28,729.01,686.34,1152.49,763.73,1125.98,666.41,1209.93,1253.23,665.29,793.3,811.14,1367.22,960.58,907.23,954.96,991.71,965.42,834.13,1096.75,844.81,698.11,897.52,738.97,862.14,701.6,1091.35,1087.2,1185.87,768.91,885.13,711.45,1078.39,711.46,737.12,922.83,847.52,1130.87,839.6,810.27,1084.46,777.68,749.18,1125.89,1194.56,824.07,1162.6,1017.24,726.6,758.17,1193.83,634.36,1038.88,910.06,817.02,1082.9,709.84,967.16,821.07,600.17,1045.88,947.78,786.88,878.3,884.22,1062.58,1089.12,932.26,928.33,921.55,1043.93,896.44,947.39,618.17,1081.21,756.7,770.65,732.01,1101.52,738.09,1001.92,888.47,750.99,872.35,0,645.79,840.08,966.84,912.92,1106.37,730.63,660.85,885.96,1319.87,809.96,1091.77,1006.17,805.37,1110.59,825.72,847.17,917.56,936.2,691.72,1231.78,770.86,928.49,998.73,1303.25,778.41,616.07,745.54,905.29,763.51,808,945.95,631.58,1136.32,1084.12,1037.43,947.41,971.1,778.2,946.11,881.76,1021.55,1060.09,570.44,771.58,667.07,1358.11,665.48,715.14,795.24,816.55,904.82,605.49,887.75,933.03,1078.22,918.39,617.01,1392.19,811.2,990.37,1094.98,1137.08,698.86,974.66,1199.73,1008.01,897.05,739.03,846.19,870.03,996.09,1387.7,606.12,746.37,1026.71,1244.24,1000.77,812.4,718.12,730.56,587.76,991.8
08:00:05-05,843.3,1049.33,620.32,1189.43,1058.08,707.68,667.75,966.07,651.74,827.32,909.89,1010.65,929.56,975.15,1104.2,1141.79,965.73,1121.05,1118.53,710.37,756.16,1043.33,5108.43,776.7,201.35,955.31,983.22,748.38,729.27,1026.28,985.83,742,763.36,1123.45,1196.26,738.29,690.85,823.98,1136.12,1170.09,804.29,1173.46,1129.96,769.63,916.56,949.02,669.38,968.38,1366.46,1110.75,675.97,1054.12,976.47,1082.41,970.81,1073.28,729,686.34,1152.49,763.74,1125.99,666.34,1210.19,1253.25,665.31,793.3,811.18,1367.24,960.57,907.24,954.95,991.71,965.41,834.12,1096.76,844.82,698.13,897.52,738.97,862.15,701.59,1091.35,1087.2,1185.87,768.9,885.14,711.44,1078.39,711.49,737.1,922.83,847.51,1130.88,839.64,810.28,1084.46,777.67,749.22,1125.88,1194.56,824.06,1162.64,1017.23,726.56,758.15,1193.84,634.36,1038.89,910.06,817.04,1082.86,709.84,967.14,821.06,600.17,1045.88,947.78,786.87,878.3,884.23,1062.58,1089.12,932.24,928.33,921.55,1043.94,896.46,947.39,618.15,1081.22,756.73,770.61,732.01,1101.51,738.08,1001.95,888.48,750.99,872.36,0,645.7,840.09,966.83,912.92,1106.37,730.62,660.83,885.96,1319.88,809.96,1091.77,1006.18,805.35,1110.6,825.73,847.16,917.56,936.18,691.71,1231.77,770.86,928.44,998.72,1303.26,778.41,616.08,745.53,905.31,763.5,808.01,945.92,631.58,1136.32,1084.11,1037.39,947.41,971.09,778.2,946.1,881.77,1021.56,1060.1,570.4,771.59,667.07,1358.11,665.49,715.14,795.24,816.54,904.83,605.46,887.75,933.02,1078.22,918.42,616.97,1392.2,811.21,990.35,1094.98,1137.08,698.87,974.65,1199.75,1008,897.03,739.01,846.18,870.06,996.1,1387.71,606.14,746.38,1026.71,1244.24,1000.77,812.39,718.15,730.55,587.74,991.79
07:45:05-05,843.33,1049.32,620.3,1189.42,1058.08,707.66,667.74,966.07,651.71,827.32,909.88,1010.66,929.56,975.16,1104.2,1141.77,965.76,1121.1,1118.52,710.36,756.11,1043.35,5110.68,776.69,201.33,955.32,983.23,748.32,729.25,1026.28,985.83,741.99,763.36,1123.46,1196.26,738.31,690.83,823.98,1136.12,1170.09,804.25,1173.46,1129.95,769.62,916.58,949,669.38,968.41,1366.47,1110.75,675.94,1054.12,976.45,1082.4,970.81,1073.28,728.99,686.32,1152.5,763.75,1125.98,666.4,1210.11,1253.26,665.32,793.28,811.16,1367.24,960.58,907.23,954.95,991.72,965.42,834.13,1096.77,844.81,698.18,897.51,738.95,862.14,701.51,1091.36,1087.19,1185.88,768.91,885.11,711.42,1078.38,711.51,737.05,922.8,847.51,1130.87,839.64,810.31,1084.46,777.66,749.22,1125.9,1194.55,824.06,1162.64,1017.24,726.53,758.22,1193.83,634.36,1038.88,910.08,817.07,1082.82,709.85,967.12,821.05,600.17,1045.88,947.78,786.87,878.28,884.21,1062.59,1089.14,932.21,928.3,921.56,1043.95,896.46,947.4,618.14,1081.22,756.76,770.59,732,1101.52,738.13,1001.98,888.47,750.99,872.35,0,645.68,840.09,966.83,912.92,1106.38,730.61,660.84,885.97,1319.89,809.96,1091.77,1006.17,805.33,1110.6,825.74,847.16,917.55,936.18,691.7,1231.79,770.85,928.48,998.73,1303.27,778.42,616.07,745.54,905.3,763.51,808.01,945.92,631.58,1136.31,1084.12,1037.39,947.42,971.1,778.2,946.1,881.76,1021.55,1060.07,570.39,771.58,667.08,1358.11,665.49,715.15,795.23,816.53,904.83,605.45,887.77,933.04,1078.23,918.4,616.96,1392.19,811.22,990.34,1095,1137.09,698.87,974.65,1199.8,1008.04,897.02,738.99,846.18,870.03,996.17,1387.69,606.13,746.38,1026.72,1244.24,1000.76,812.38,718.21,730.54,587.72,991.79
07:30:04-05,843.33,1049.3,620.3,1189.42,1058.07,707.59,667.74,966.06,651.71,827.31,909.89,1010.66,929.56,975.17,1104.2,1141.78,965.76,1121.1,1118.51,710.35,756.07,1043.33,5103.94,776.67,201.28,955.33,983.22,748.26,729.25,1026.28,985.82,741.97,763.29,1123.47,1196.26,738.3,690.84,823.98,1136.14,1170.1,804.24,1173.45,1129.96,769.62,916.58,948.99,669.38,968.41,1366.46,1110.75,675.93,1054.11,976.43,1082.4,970.81,1073.27,728.96,686.31,1152.5,763.73,1125.99,666.43,1210.2,1253.24,665.3,793.28,811.15,1367.24,960.57,907.24,954.97,991.73,965.42,834.13,1096.75,844.8,698.18,897.52,738.95,862.15,701.49,1091.36,1087.2,1185.88,768.89,885.09,711.42,1078.37,711.54,737.05,922.79,847.51,1130.86,839.67,810.3,1084.46,777.68,749.25,1125.89,1194.54,824.06,1162.65,1017.24,726.54,758.17,1193.82,634.36,1038.88,910.06,817.07,1082.8,709.86,967.12,821.03,600.17,1045.88,947.79,786.88,878.27,884.21,1062.59,1089.15,932.2,928.31,921.58,1043.97,896.45,947.39,618.13,1081.22,756.79,770.58,731.98,1101.51,738.16,1001.99,888.46,750.98,872.36,0,645.7,840.09,966.81,912.92,1106.39,730.61,660.81,885.97,1319.89,809.95,1091.78,1006.16,805.35,1110.6,825.73,847.15,917.54,936.16,691.7,1231.79,770.84,928.49,998.73,1303.26,778.43,616.07,745.54,905.33,763.52,808.05,945.89,631.57,1136.31,1084.11,1037.39,947.39,971.08,778.21,946.1,881.74,1021.56,1060.09,570.43,771.58,667.08,1358.11,665.51,715.15,795.22,816.52,904.82,605.43,887.78,933.04,1078.22,918.41,616.94,1392.19,811.2,990.34,1094.99,1137.08,698.86,974.64,1199.75,1008.04,897.03,739,846.18,870.05,996.18,1387.72,606.16,746.38,1026.71,1244.24,1000.77,812.38,718.17,730.54,587.71,991.81
07:15:03-05,843.31,1049.31,620.26,1189.43,1058.07,707.58,667.73,966.09,651.7,827.31,909.85,1010.65,929.56,975.16,1104.2,1141.77,965.75,1121.08,1118.5,710.35,756.07,1043.33,5110.68,776.68,201.23,955.33,983.19,748.21,729.23,1026.28,985.82,741.95,763.34,1123.46,1196.26,738.3,690.8,823.95,1136.17,1170.1,804.23,1173.45,1129.95,769.64,916.57,948.96,669.37,968.35,1366.49,1110.76,675.91,1054.12,976.44,1082.39,970.8,1073.25,728.96,686.29,1152.5,763.74,1125.98,666.4,1210.19,1253.25,665.3,793.27,811.1,1367.24,960.55,907.23,954.96,991.73,965.41,834.13,1096.78,844.78,698.19,897.51,738.95,862.13,701.45,1091.37,1087.2,1185.87,768.87,885.1,711.42,1078.36,711.51,737.02,922.78,847.48,1130.85,839.69,810.28,1084.46,777.67,749.23,1125.91,1194.54,824.07,1162.65,1017.24,726.53,758.2,1193.82,634.33,1038.88,910.06,817.13,1082.77,709.91,967.08,821.04,600.15,1045.89,947.79,786.86,878.28,884.19,1062.57,1089.13,932.2,928.29,921.59,1043.96,896.43,947.4,618.13,1081.21,756.78,770.58,731.98,1101.51,738.17,1001.97,888.48,750.98,872.35,0,645.66,840.08,966.76,912.92,1106.4,730.59,660.83,885.96,1319.89,809.94,1091.78,1006.17,805.34,1110.6,825.73,847.13,917.55,936.15,691.71,1231.78,770.84,928.48,998.74,1303.26,778.43,616.06,745.54,905.34,763.51,808.11,945.89,631.55,1136.3,1084.12,1037.35,947.4,971.06,778.21,946.1,881.73,1021.56,1060.1,570.41,771.6,667.06,1358.1,665.46,715.15,795.19,816.51,904.79,605.42,887.78,933.03,1078.22,918.4,616.94,1392.2,811.2,990.33,1094.99,1137.07,698.85,974.64,1199.79,1008.05,897.04,738.99,846.18,870.09,996.16,1387.7,606.15,746.38,1026.69,1244.27,1000.76,812.34,718.21,730.53,587.7,991.79
07:00:02-05,843.28,1049.32,620.25,1189.41,1058.07,707.58,667.72,966.09,651.69,827.31,909.84,1010.64,929.55,975.15,1104.2,1141.78,965.76,1121.08,1118.5,710.36,756.06,1043.33,5106.18,776.66,201.2,955.33,983.2,748.21,729.23,1026.27,985.83,741.94,763.27,1123.47,1196.26,738.32,690.81,823.93,1136.18,1170.12,804.22,1173.45,1129.95,769.62,916.56,948.96,669.35,968.32,1366.49,1110.75,675.91,1054.12,976.41,1082.39,970.8,1073.26,728.95,686.27,1152.5,763.74,1125.98,666.38,1210.19,1253.24,665.3,793.27,811.07,1367.25,960.55,907.23,954.95,991.73,965.41,834.12,1096.78,844.78,698.19,897.52,738.94,862.15,701.43,1091.38,1087.18,1185.89,768.85,885.09,711.43,1078.36,711.49,737.03,922.77,847.48,1130.84,839.71,810.28,1084.45,777.67,749.23,1125.9,1194.54,824.07,1162.65,1017.25,726.52,758.26,1193.82,634.32,1038.88,910.07,817.16,1082.74,709.96,967.06,821.02,600.17,1045.87,947.77,786.84,878.26,884.2,1062.61,1089.1,932.19,928.29,921.56,1043.97,896.43,947.4,618.15,1081.21,756.76,770.55,731.97,1101.52,738.22,1001.98,888.47,750.97,872.34,0,645.6,840.09,966.75,912.91,1106.4,730.58,660.81,885.97,1319.9,809.92,1091.78,1006.15,805.3,1110.6,825.74,847.11,917.55,936.15,691.71,1231.79,770.8,928.51,998.72,1303.26,778.43,616.07,745.53,905.34,763.51,808.13,945.87,631.55,1136.29,1084.12,1037.34,947.38,971.05,778.18,946.1,881.73,1021.57,1060.09,570.41,771.59,667.06,1358.12,665.49,715.16,795.19,816.5,904.81,605.42,887.79,933.05,1078.22,918.39,616.92,1392.2,811.19,990.32,1094.98,1137.06,698.84,974.63,1199.83,1008.06,897.04,738.96,846.18,870.07,996.13,1387.72,606.17,746.39,1026.67,1244.27,1000.76,812.37,718.19,730.53,587.68,991.79
06:45:02-05,843.28,1049.31,620.25,1189.41,1058.06,707.56,667.71,966.09,651.69,827.29,909.86,1010.66,929.55,975.15,1104.21,1141.78,965.74,1121.07,1118.49,710.37,756.06,1043.33,5108.43,776.66,201.14,955.32,983.19,748.2,729.22,1026.28,985.82,741.94,763.19,1123.48,1196.26,738.3,690.8,823.91,1136.21,1170.11,804.2,1173.45,1129.94,769.61,916.56,948.95,669.35,968.34,1366.47,1110.74,675.91,1054.11,976.4,1082.37,970.8,1073.24,728.94,686.27,1152.49,763.74,1125.98,666.38,1209.83,1253.26,665.3,793.26,811.06,1367.25,960.56,907.24,954.95,991.72,965.4,834.12,1096.77,844.77,698.16,897.51,738.97,862.16,701.41,1091.39,1087.2,1185.89,768.84,885.09,711.44,1078.37,711.5,736.99,922.75,847.46,1130.83,839.7,810.27,1084.44,777.66,749.22,1125.9,1194.53,824.06,1162.65,1017.25,726.5,758.26,1193.82,634.3,1038.89,910.07,817.15,1082.7,709.96,967.06,821.01,600.16,1045.89,947.72,786.82,878.24,884.19,1062.59,1089.09,932.17,928.28,921.53,1043.92,896.42,947.4,618.14,1081.19,756.7,770.54,731.95,1101.51,738.2,1001.98,888.47,750.96,872.34,0,645.66,840.07,966.75,912.93,1106.41,730.57,660.81,885.95,1319.9,809.9,1091.77,1006.17,805.31,1110.63,825.72,847.12,917.56,936.16,691.69,1231.79,770.79,928.51,998.72,1303.27,778.41,616.08,745.53,905.32,763.5,808.15,945.83,631.55,1136.29,1084.12,1037.34,947.39,971.06,778.17,946.07,881.72,1021.56,1060.09,570.42,771.59,667.07,1358.11,665.49,715.14,795.17,816.49,904.78,605.42,887.81,933.05,1078.24,918.4,616.91,1392.21,811.2,990.33,1094.98,1137.06,698.84,974.64,1199.81,1008.06,897.04,738.97,846.18,870.09,996.14,1387.71,606.17,746.41,1026.64,1244.27,1000.75,812.34,718.21,730.52,587.68,991.8
06:30:01-05,843.28,1049.33,620.23,1189.42,1058.07,707.57,667.71,966.1,651.69,827.28,909.86,1010.62,929.54,975.14,1104.21,1141.76,965.72,1121.06,1118.49,710.38,756.07,1043.33,5101.68,776.65,201.11,955.31,983.21,748.2,729.22,1026.28,985.82,741.94,763.31,1123.5,1196.27,738.3,690.78,823.93,1136.21,1170.1,804.21,1173.47,1129.95,769.6,916.56,948.96,669.34,968.33,1366.45,1110.75,675.91,1054.11,976.41,1082.39,970.79,1073.26,728.94,686.26,1152.48,763.74,1125.97,666.38,1210.1,1253.27,665.31,793.27,811.04,1367.26,960.54,907.23,954.95,991.72,965.4,834.13,1096.74,844.76,698.15,897.51,738.98,862.15,701.4,1091.39,1087.17,1185.89,768.83,885.06,711.45,1078.36,711.51,736.98,922.73,847.45,1130.81,839.7,810.28,1084.45,777.69,749.23,1125.88,1194.53,824.06,1162.66,1017.27,726.5,758.27,1193.82,634.31,1038.89,910.06,817.13,1082.68,709.95,967.06,821.02,600.2,1045.88,947.74,786.83,878.25,884.19,1062.59,1089.08,932.17,928.28,921.58,1043.93,896.4,947.4,618.13,1081.18,756.66,770.52,731.93,1101.52,738.2,1001.97,888.46,750.96,872.35,0,645.65,840.08,966.75,912.93,1106.41,730.57,660.82,885.96,1319.91,809.85,1091.76,1006.17,805.31,1110.61,825.72,847.1,917.56,936.15,691.7,1231.79,770.77,928.53,998.72,1303.27,778.42,616.06,745.54,905.34,763.5,808.13,945.82,631.53,1136.28,1084.12,1037.33,947.36,971.05,778.14,946.07,881.71,1021.55,1060.1,570.43,771.6,667.03,1358.12,665.51,715.11,795.18,816.49,904.77,605.4,887.81,933.07,1078.24,918.4,616.93,1392.21,811.21,990.31,1094.98,1137.06,698.85,974.63,1199.82,1008.07,897.05,738.96,846.2,870.1,996.11,1387.71,606.18,746.38,1026.64,1244.27,1000.75,812.32,718.19,730.51,587.68,991.79
06:15:00-05,843.3,1049.31,620.24,1189.41,1058.08,707.6,667.71,966.1,651.69,827.29,909.85,1010.62,929.54,975.13,1104.21,1141.78,965.69,1121.06,1118.49,710.38,756.06,1043.33,5099.44,776.66,201.08,955.31,983.23,748.2,729.22,1026.29,985.83,741.94,763.24,1123.48,1196.27,738.32,690.78,823.94,1136.21,1170.11,804.22,1173.46,1129.96,769.61,916.58,948.94,669.33,968.32,1366.47,1110.74,675.91,1054.14,976.41,1082.39,970.79,1073.26,728.94,686.27,1152.49,763.74,1125.96,666.35,1210.11,1253.25,665.31,793.26,811.04,1367.26,960.55,907.23,954.94,991.72,965.39,834.11,1096.73,844.79,698.19,897.51,739.01,862.13,701.44,1091.4,1087.18,1185.89,768.83,885.07,711.47,1078.36,711.52,736.96,922.72,847.46,1130.82,839.75,810.27,1084.44,777.65,749.22,1125.89,1194.52,824.05,1162.67,1017.27,726.5,758.29,1193.82,634.3,1038.9,910.05,817.19,1082.67,709.98,967.04,821.02,600.16,1045.88,947.74,786.83,878.25,884.2,1062.58,1089.07,932.18,928.28,921.58,1043.93,896.41,947.41,618.16,1081.18,756.66,770.54,731.92,1101.52,738.19,1002,888.47,750.97,872.35,0,645.69,840.07,966.75,912.93,1106.42,730.58,660.81,885.96,1319.91,809.89,1091.77,1006.17,805.32,1110.6,825.7,847.08,917.57,936.15,691.73,1231.79,770.78,928.53,998.74,1303.27,778.42,616.04,745.53,905.32,763.49,808.14,945.83,631.53,1136.27,1084.13,1037.33,947.37,971.03,778.14,946.08,881.72,1021.55,1060.09,570.41,771.6,667.03,1358.13,665.49,715.13,795.19,816.5,904.76,605.42,887.81,933.04,1078.22,918.4,616.91,1392.2,811.2,990.34,1094.98,1137.08,698.86,974.63,1199.81,1008.07,897.05,738.96,846.19,870.1,996.2,1387.71,606.14,746.4,1026.65,1244.25,1000.78,812.28,718.2,730.51,587.68,991.8
